-1      |BT| (ROOT (S (NP (WP What))(VP (VBZ is)(NP (NP (DT the)(JJ full)(NN form))(PP (IN of))))(. .))) |ET| 
-1      |BT| (ROOT (FRAG (NP (NN com))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VBZ does)(NP (DT the)(NN abbreviation)(NN AIDS))(VP (VB stand)(PP (IN for))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VBZ does)(NP (NNP INRI))(VP (VB stand)(PP (IN for)(SBAR (WHADVP (WRB when))(S (VP (VBN used)(PP (IN on)(NP (NP (NNP Jesus)(POS '))(NN cross)))))))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VBZ does)(NP (NNP S.O.S.))(VP (VB stand)(PP (IN for))))(. ?))) |ET| 
-1      |BT| (ROOT (S (NP (NNP CNN))(VP (VBZ is)(NP (NP (DT the)(NN abbreviation))(PP (IN for)(NP (WP what)))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VP (VBZ does)(`` `)(S (NP (NNP PSI)(POS '))(VP (VB stand)(PP (IN for))))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VBZ is)(NP (DT the)(NN abbreviation))(PP (IN for)(NP (NNP micro))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VBZ does)(NP (NNP NASDAQ))(VP (VB stand)(PP (IN for))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VBZ is)(NP (NNP BPH)))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VP (VBZ is)(NP (NP (DT the)(NN abbreviation))(PP (IN of)(NP (NP (DT the)(NN company)(NN name))(`` `)(NP (NNP General)(NNPS Motors))('' '))))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VBZ does)(NP (NNP G.M.T.))(VP (VB stand)(PP (IN for))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VBZ does)(NP (NNPS SIDS))(VP (VB stand)(PP (IN for))))(. ?))) |ET| 
-1      |BT| (ROOT (SQ (SBAR (WHADVP (WRB When))(S (VP (VBG reading)(NP (JJ classified)(NNS ads)))))(, ,)(WHNP (WP what))(SQ (VP (VBZ does)(NP (NP (NNP EENTY))(: :)(NP (JJ other)(NN stand)))(PP (IN for))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VP (VBZ is)(NP (NP (DT the)(JJ abbreviated)(NN expression))(PP (IN for)(NP (NP (DT the)(NNP National)(NNP Bureau))(PP (IN of)(NP (NNP Investigation))))))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VBZ does)(NP (NNP NAFTA))(VP (VB stand)(PP (IN for))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VP (VBZ is)(NP (NP (DT the)(JJ full)(NN name))(PP (IN of)(NP (DT the)(NNP PLO))))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VBZ does)(NP (DT the)(NN word)(NN LASER))(VP (VB mean)))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VBZ does)(NP (NNP NN)(NNP O))(VP (`` ``)(VB mean)(SBAR (WHADVP (WRB when))(S (VP (VBN used)(PP (IN as)(NP (NP (DT a)(NN prefix))(PP (IN in)(NP (JJ Irish)(NNS surnames))))))))))(. ?))) |ET| 
-1      |BT| (ROOT (SBARQ (WHNP (WP What))(SQ (VBZ does)(NP (NP (NNP Ms.)(, ,)(NNP Miss)(, ,))(CC and)(NP (NNP Mrs.)))(VP (VB stand)(PP (IN for))))(. ?))) |ET| 
-1      |BT| (ROOT (S (NP (WP What))(VP (VBZ does)(NP (DT the)(NN abbreviation)(NN cwt)))(. .))) |ET| 
-1      |BT| (ROOT (NP (NNP ?))) |ET| 
